Protein,Label,log2FC,SE,Tvalue,DF,pvalue,adj.pvalue,issue,MissingPercentage,ImputationPercentage
P61604,KO_vs_WT,-0.381489171140685,0.310345624757558,-1.22923972728375,6,0.264998109525866,0.999830560976539,,0.4,0
P61620,KO_vs_WT,-0.031365604472716,0.241239186708097,-0.130018695970273,6,0.900801072063365,0.999830560976539,,0.577083333333333,0.025
P61626,KO_vs_WT,-0.223685901098701,0.949683860753453,-0.235537224904753,6,0.821625294574711,0.999830560976539,,0.333333333333333,0.111111111111111
P61750,KO_vs_WT,0.0552961326575335,0.202006267977007,0.273734737101461,6,0.79346773751673,0.999830560976539,,0.5,0
P61759,KO_vs_WT,-0.330753491885376,0.342144971133078,-0.966705694343607,6,0.371024516345779,0.999830560976539,,0.515625,0.046875
P61769,KO_vs_WT,-0.101067973238582,0.216904411647799,-0.465956282174158,6,0.657681904089977,0.999830560976539,,0.569444444444445,0
P61793,KO_vs_WT,-0.272272677781797,0.322651826419096,-0.843859093573329,6,0.431100223678347,0.999830560976539,,0.444444444444444,0
P61804,KO_vs_WT,-0.106317599043645,0.389089105636658,-0.273247432280788,6,0.793824923525352,0.999830560976539,,0.328125,0.0078125
P61916,KO_vs_WT,0.203322934617425,0.350914345905982,0.57940901245428,6,0.583396984436022,0.999830560976539,,0.270833333333333,0.0833333333333333
P61922,KO_vs_WT,-0.442708765765492,0.341507219117431,-1.29633794245873,6,0.242483808316177,0.999830560976539,,0.528846153846154,0
P61924,KO_vs_WT,-0.512024202246368,0.565646836979771,-0.905201211731834,6,0.400245477553937,0.999830560976539,,0.544642857142857,0
P61957,KO_vs_WT,-0.229223077602467,0.207751102800507,-1.1033543240566,6,0.312148712516819,0.999830560976539,,0.5125,0
P61961,KO_vs_WT,-0.151860511447602,0.232571780334218,-0.652961899459042,6,0.537981113284066,0.999830560976539,,0.538461538461538,0
P61963,KO_vs_WT,0.0195593805428961,0.114790759500641,0.170391594480102,6,0.870302644089595,0.999830560976539,,0.527777777777778,0.00925925925925926
P61965,KO_vs_WT,0.0234281937978129,0.130121586798688,0.180048479074106,6,0.863041540391,0.999830560976539,,0.573412698412698,0.00198412698412698
P61967,KO_vs_WT,0.106382616753098,0.339245249061161,0.3135861653111,6,0.764450958536196,0.999830560976539,,0.541666666666667,0.0178571428571429
P61969,KO_vs_WT,0.316020864653058,0.6391695572957,0.494424149344862,6,0.63858562943002,0.999830560976539,,0.458333333333333,0.125
P61971,KO_vs_WT,-0.156940804334802,0.439135069248873,-0.357386178706348,6,0.733037382889181,0.999830560976539,,0.638392857142857,0.0669642857142857
P61979,KO_vs_WT,-0.0698255154513015,0.124396581050829,-0.561313782593191,6,0.594911051186908,0.999830560976539,,0.532582938388626,0.00118483412322275
P61982,KO_vs_WT,-0.270987247375891,0.368541377894936,-0.735296668514502,6,0.48989096606102,0.999830560976539,,0.525510204081633,0.00510204081632653
P62046,KO_vs_WT,0.0864176237596795,0.253036649648021,0.341522162421484,6,0.74435377292545,0.999830560976539,,0.666666666666667,0
P62069,KO_vs_WT,-0.0617852534144807,0.457654759692611,-0.135004066069321,6,0.897023779693308,0.999830560976539,,0.635416666666667,0.135416666666667
P62071,KO_vs_WT,0.174132290647431,0.405558821833928,0.429363833980996,6,0.682648436728653,0.999830560976539,,0.479166666666667,0.3125
P62075,KO_vs_WT,0.98077946499849,0.763075543352081,1.28529799381339,5,0.255000577441555,0.999830560976539,,0.708333333333333,0
P62082,KO_vs_WT,0.0537242513130413,0.161031762401356,0.333625183702199,6,0.750013387263085,0.999830560976539,,0.553571428571429,0.0257936507936508
P62137,KO_vs_WT,0.0603854804933604,0.114509969747726,0.527338192704043,6,0.616880133826164,0.999830560976539,,0.34,0
P62141,KO_vs_WT,-0.0519284716964572,0.133392900713214,-0.389289620503119,6,0.710503306848736,0.999830560976539,,0.428571428571429,0
P62192,KO_vs_WT,0.063545645312096,0.121780987150762,0.521802678717227,6,0.620501916300265,0.999830560976539,,0.561068702290076,0.0181297709923664
P62196,KO_vs_WT,0.0424067155465082,0.166862161502853,0.254142192361467,6,0.807871054960842,0.999830560976539,,0.581858407079646,0.0287610619469027
P62242,KO_vs_WT,0.0762238447366023,0.127529218309625,0.59769710617641,6,0.57189493341511,0.999830560976539,,0.6171875,0.005859375
P62245,KO_vs_WT,-0.053227679549007,0.137678594279358,-0.386608243842212,6,0.712385330911135,0.999830560976539,,0.515,0.0125
P62254,KO_vs_WT,0.116807121546462,0.345802664024227,0.337785487789876,6,0.747029623109535,0.999830560976539,,0.520833333333333,0.0104166666666667
P62257,KO_vs_WT,0.233135834517908,0.241517725254103,0.965294925134891,6,0.371675623502984,0.999830560976539,,0.547619047619048,0.0714285714285714
P62259,KO_vs_WT,-0.414039109243064,0.403188462551426,-1.0269120962018,6,0.344068411488613,0.999830560976539,,0.557432432432433,0.00472972972972973
P62264,KO_vs_WT,0.0475705878810884,0.0778760888464427,0.610849730459485,6,0.563707714718547,0.999830560976539,,0.483796296296296,0
P62267,KO_vs_WT,-0.0671707079632428,0.160150018187652,-0.419423667405002,6,0.689509010833066,0.999830560976539,,0.592592592592593,0
P62270,KO_vs_WT,0.0274349478206071,0.215867263464787,0.127091747865152,6,0.903020083113694,0.999830560976539,,0.50219298245614,0.0043859649122807
P62274,KO_vs_WT,-0.0652491343292876,0.463760918643362,-0.140695629377656,6,0.892715041776603,0.999830560976539,,0.3375,0.025
P62281,KO_vs_WT,0.0676037525076423,0.106176067811962,0.636713657802518,6,0.547818452032603,0.999830560976539,,0.487804878048781,0
P62301,KO_vs_WT,-0.00330090380396543,0.137352960263915,-0.0240322727491491,6,0.981606188866183,0.999830560976539,,0.509090909090909,0
P62305,KO_vs_WT,-0.279176544965392,0.303197995330532,-0.920773056764598,6,0.392685261311169,0.999830560976539,,0.633333333333333,0
P62307,KO_vs_WT,0.0839402267004906,0.473039512781341,0.177448657950253,6,0.864994962173235,0.999830560976539,,0.572916666666667,0.0729166666666667
P62309,KO_vs_WT,-0.512695383250827,0.442102332701666,-1.15967581559177,6,0.290239167764807,0.999830560976539,,0.448275862068966,0.021551724137931
P62311,KO_vs_WT,-0.39120556731883,0.551482606139924,-0.709370636468581,6,0.504713047679699,0.999830560976539,,0.5,0
P62313,KO_vs_WT,-0.201092493708632,0.232014403526752,-0.866724180274632,6,0.419399012607831,0.999830560976539,,0.347222222222222,0
P62315,KO_vs_WT,0.0451469495325348,0.141318995474327,0.319468372818547,6,0.760201896159568,0.999830560976539,,0.447916666666667,0.00694444444444444
P62317,KO_vs_WT,-0.216766074233443,0.291567336901141,-0.743451157929051,6,0.48529074159036,0.999830560976539,,0.579545454545455,0.00852272727272727
P62320,KO_vs_WT,0.0713602899538263,0.243896564263671,0.292584236146435,6,0.779694343838064,0.999830560976539,,0.527173913043478,0.016304347826087
P62322,KO_vs_WT,-0.291477104783289,0.649412914813196,-0.448831703427291,6,0.669308262661715,0.999830560976539,,0.375,0.0416666666666667
P62328,KO_vs_WT,-0.803511353009555,0.878466849134163,-0.914674644582792,6,0.395632958751035,0.999830560976539,,0.333333333333333,0
P62331,KO_vs_WT,-0.151916961490995,0.124688235537419,-1.21837445879491,6,0.268810945289958,0.999830560976539,,0.604838709677419,0.0120967741935484
P62334,KO_vs_WT,-0.0772451055708193,0.145917363817719,-0.52937569285664,6,0.615549995083375,0.999830560976539,,0.493181818181818,0.0102272727272727
P62340,KO_vs_WT,-0.0744644323616229,0.237482878850195,-0.3135570560798,6,0.764472008349256,0.999830560976539,,0.614583333333333,0.28125
P62342,KO_vs_WT,-0.374011369934569,0.297225356165971,-1.25834274289075,6,0.255016709779689,0.999830560976539,,0.5625,0.0125
P62482,KO_vs_WT,0.301382518991199,0.221138753785671,1.36286613644979,6,0.221854478147639,0.999830560976539,,0.488095238095238,0.0476190476190476
P62484,KO_vs_WT,-0.292789315622963,0.326091973014742,-0.897873421771491,6,0.403841274569533,0.999830560976539,,0.673076923076923,0.134615384615385
P62488,KO_vs_WT,-0.0939829694893936,0.144484401086689,-0.650471391946351,6,0.539481660484275,0.999830560976539,,0.521739130434783,0
P62492,KO_vs_WT,0.0112224611428099,0.102494163852584,0.109493660136114,6,0.916381233740765,0.999830560976539,,0.51268115942029,0.0072463768115942
P62627,KO_vs_WT,-0.202306083020852,0.534253456147836,-0.378670611659778,6,0.717969633013682,0.999830560976539,,0.555555555555556,0
P62631,KO_vs_WT,-0.824595989581311,0.152242437564833,-5.41633464867609,6,0.00163844237038768,0.999830560976539,,0.536764705882353,0
P62700,KO_vs_WT,0.000993571617086582,0.300646656497811,0.00330478186140685,6,0.997470308724763,0.999830560976539,,0.602941176470588,0.00735294117647059
P62702,KO_vs_WT,0.0692467460932697,0.101809333030828,0.68016108181655,6,0.521767148199456,0.999830560976539,,0.575242718446602,0.0388349514563107
P62715,KO_vs_WT,-0.0611796772611056,0.211430977435636,-0.28936004554834,6,0.782044232255267,0.999830560976539,,0,0
P62717,KO_vs_WT,0.0524247830705446,0.168686035785761,0.310783182652572,6,0.766478893935488,0.999830560976539,,0.532258064516129,0.0161290322580645
P62737,KO_vs_WT,0.467912891493998,0.285228014439128,1.64048714644703,6,0.152013923334788,0.999830560976539,,0.611742424242424,0.00568181818181818
P62743,KO_vs_WT,-0.164659473994522,0.154985675701909,-1.06241737017826,6,0.32892544979767,0.999830560976539,,0.521551724137931,0
P62746,KO_vs_WT,0.0339015623650555,0.240172688433988,0.141154943911841,6,0.892367495329129,0.999830560976539,,0,0
P62748,KO_vs_WT,-0.642883379375846,0.604359094720743,-1.06374403064606,6,0.328370349447321,0.999830560976539,,0.568181818181818,0.0227272727272727
P62751,KO_vs_WT,-0.175974338548045,0.355441197911291,-0.495087062451223,6,0.638144464617749,0.999830560976539,,0.580188679245283,0.0141509433962264
P62754,KO_vs_WT,0.0720045736342632,0.124555243672145,0.578093474922614,6,0.584229622685376,0.999830560976539,,0.490530303030303,0.00757575757575758
P62761,KO_vs_WT,-0.655599381528605,0.323163414401886,-2.02869307697468,6,0.0888244220731562,0.999830560976539,,0.691666666666667,0.025
P62774,KO_vs_WT,-0.682451677645397,0.604087180649075,-1.12972382051233,6,0.301723593321049,0.999830560976539,,0.516666666666667,0.0416666666666667
P62806,KO_vs_WT,0.0615683155924144,0.180542398148582,0.341018598532989,6,0.744714150491387,0.999830560976539,,0.517730496453901,0.000886524822695036
P62814,KO_vs_WT,-0.0405109433581629,0.068251654647192,-0.593552545613334,6,0.574489615600389,0.999830560976539,,0.55848623853211,0.00688073394495413
P62821,KO_vs_WT,-0.105608098254612,0.143354697953771,-0.736690877676494,6,0.489102344180654,0.999830560976539,,0.459375,0.0015625
P62823,KO_vs_WT,0.379456398368236,0.31584522523115,1.20139982515339,5,0.283394063801832,0.999830560976539,,0.416666666666667,0
P62827,KO_vs_WT,0.071024205046283,0.11821658233178,0.600797313247902,6,0.569958683081264,0.999830560976539,,0.483552631578947,0.00822368421052632
P62830,KO_vs_WT,-0.14114341994199,0.203280292574795,-0.694329086967728,6,0.51344844211664,0.999830560976539,,0.622395833333333,0.0104166666666667
P62835,KO_vs_WT,0.0202440626454977,0.164494577644187,0.123068267267064,6,0.906071973293093,0.999830560976539,,0.15625,0.03125
P62838,KO_vs_WT,-0.146103574840477,0.253857995139409,-0.575532690078335,6,0.585852417620802,0.999830560976539,,0.285714285714286,0
P62843,KO_vs_WT,-0.162537573206334,0.202271875955431,-0.803559923684834,6,0.452302028363855,0.999830560976539,,0.697033898305085,0.0169491525423729
P62849,KO_vs_WT,-0.0588255168021636,0.201109631621734,-0.292504721568026,6,0.779752265938235,0.999830560976539,,0.526785714285714,0
P62852,KO_vs_WT,-0.034619448193457,0.41794160277775,-0.0828332187161245,6,0.936678487795518,0.999830560976539,,0.470588235294118,0
P62855,KO_vs_WT,0.431562067852183,0.344979685428061,1.2509782056201,6,0.257510891111303,0.999830560976539,,0.160714285714286,0
P62858,KO_vs_WT,-0.256477763038209,0.325036887408389,-0.789072788270829,6,0.46010383913392,0.999830560976539,,0.571428571428571,0
P62862,KO_vs_WT,-0.0857974820645614,0.577515709446408,-0.148563027223631,6,0.886765747235868,0.999830560976539,,0.166666666666667,0
P62869,KO_vs_WT,-0.233376348919911,0.452025307922939,-0.516290448409355,6,0.624120084977511,0.999830560976539,,0.516666666666667,0.00833333333333333
P62874,KO_vs_WT,-0.20971084269782,0.34451622739577,-0.60871107373677,6,0.565034103744116,0.999830560976539,,0.566666666666667,0.0333333333333333
P62876,KO_vs_WT,-0.462475718391931,0.334925346864962,-1.38083224432218,6,0.216561583792503,0.999830560976539,,0,0
P62878,KO_vs_WT,-0.231923315644645,0.310867404313032,-0.746052215275382,6,0.483829639810896,0.999830560976539,,0.5,0
P62880,KO_vs_WT,-0.0556641120454396,0.228497751115427,-0.243609014853369,6,0.815649124796533,0.999830560976539,,0.488888888888889,0
P62881,KO_vs_WT,-0.228119000178424,0.316178342285742,-0.721488380669238,6,0.497748176497808,0.999830560976539,,0.5,0.0416666666666667
P62889,KO_vs_WT,-0.293517001876261,0.360904634299949,-0.813281332465013,6,0.447120016251451,0.999830560976539,,0.445833333333333,0.0125
P62892,KO_vs_WT,0.156000604948451,0.428561136660582,0.36401015305315,6,0.728333725406886,0.999830560976539,,0.528846153846154,0.0673076923076923
P62897,KO_vs_WT,-0.370280646479417,0.369594557553544,-1.00185632854124,6,0.3550900017449,0.999830560976539,,0.25,0
P62900,KO_vs_WT,-0.00416216393248088,0.120592407268708,-0.0345143116946542,6,0.973586601502519,0.999830560976539,,0.116935483870968,0.0201612903225806
P62908,KO_vs_WT,0.0086559053951651,0.117361021902674,0.073754516234047,6,0.943603101557081,0.999830560976539,,0.539772727272727,0.00568181818181818
P62911,KO_vs_WT,0.01546246604472,0.256834396260258,0.0602040313519823,6,0.953948340532125,0.999830560976539,,0.533333333333333,0.0208333333333333
P62915,KO_vs_WT,0.0111017524378145,0.162968409028835,0.0681221133836448,6,0.947901873103791,0.999830560976539,,0.505434782608696,0.00271739130434783
P62918,KO_vs_WT,0.0756041174350385,0.133211228845567,0.567550634358964,6,0.590927678738134,0.999830560976539,,0.584090909090909,0
P62937,KO_vs_WT,-0.183113958257808,0.244783614838975,-0.748064605460888,6,0.482701286937675,0.999830560976539,,0.30952380952381,0
P62942,KO_vs_WT,-0.302165928625838,0.794569528794507,-0.380288845312598,6,0.716829604323217,0.999830560976539,,0.3125,0.0625
P62960,KO_vs_WT,-0.0195106715744492,0.189849061941307,-0.10276938624264,6,0.921494744819116,0.999830560976539,,0.628521126760563,0.00880281690140845
P62962,KO_vs_WT,0.0848910239075594,0.206530575461074,0.411033686988198,6,0.695324978879733,0.999830560976539,,0.477941176470588,0.00367647058823529
P62983,KO_vs_WT,-0.147766835365153,0.183188109842081,-0.806639882318434,6,0.45065561511197,0.999830560976539,,0.627155172413793,0.00431034482758621
P62993,KO_vs_WT,-0.242423639914303,0.493297080282891,-0.491435383674438,6,0.640576646707208,0.999830560976539,,0,0
P62996,KO_vs_WT,0.0360835292082359,0.231729082656875,0.155714288403176,6,0.881364989273607,0.999830560976539,,0.642857142857143,0.00595238095238095
P63001,KO_vs_WT,-0.0513515025038449,0.106113830260978,-0.48392846038589,6,0.645591959069264,0.999830560976539,,0.489583333333333,0.00416666666666667
P63002,KO_vs_WT,0.0617118910405214,0.543192410187942,0.113609634234708,6,0.913253363638324,0.999830560976539,,0.0416666666666666,0.0416666666666667
P63005,KO_vs_WT,-0.00243457882674675,0.11909275506846,-0.0204427114424152,6,0.984353080192159,0.999830560976539,,0.585164835164835,0.0206043956043956
P63011,KO_vs_WT,-0.430740031062501,0.236384265334304,-1.82220263456762,6,0.118258889249065,0.999830560976539,,0.529411764705882,0
P63017,KO_vs_WT,-0.0106224436021371,0.130367489012105,-0.081480771645074,6,0.937709673469342,0.999830560976539,,0.526185770750988,0.000494071146245059
P63024,KO_vs_WT,0.0444860333810621,0.243754312403232,0.182503574777668,6,0.861197834204763,0.999830560976539,,0.541666666666667,0
P63027,KO_vs_WT,-0.872501446500488,0.370086728414456,-2.357559403004,3,0.0996200946373198,0.999830560976539,,0.791666666666667,0
P63028,KO_vs_WT,-0.511711579031368,0.477013351402858,-1.07274057953821,6,0.32462627189682,0.999830560976539,,0.506944444444445,0
P63030,KO_vs_WT,-0.615768686103674,0.235616746986413,-2.61343344214485,6,0.0399361508144773,0.999830560976539,,0.444444444444444,0
P63034,KO_vs_WT,-0.177615280948549,0.238680533990598,-0.744154866670216,6,0.484895146373476,0.999830560976539,,0.533333333333333,0.0666666666666667
P63037,KO_vs_WT,0.0330104949982924,0.14384835578601,0.229481211779709,6,0.826117684738798,0.999830560976539,,0.602564102564103,0.00801282051282051
P63038,KO_vs_WT,-0.0244791401266905,0.156964543872282,-0.155953309727122,6,0.881184595063211,0.999830560976539,,0.560880829015544,0
P63044,KO_vs_WT,-0.112300427701819,0.431419204472855,-0.260304656207961,6,0.803331542587123,0.999830560976539,,0.555555555555556,0
P63054,KO_vs_WT,-0.370208088430488,0.48221472236783,-0.767724565962331,1,0.583174056590316,0.999830560976539,,0.625,0
P63073,KO_vs_WT,-0.127618919277628,0.219506846817555,-0.581389241966105,6,0.582144967041152,0.999830560976539,,0.556034482758621,0
P63082,KO_vs_WT,0.0878270732366675,0.506344783619653,0.173453101676742,6,0.867999128648504,0.999830560976539,,0.569444444444445,0.125
P63085,KO_vs_WT,-0.0741495499887375,0.110098355365191,-0.673484628746607,6,0.525717505475147,0.999830560976539,,0.510752688172043,0.00672043010752688
P63087,KO_vs_WT,0.0344940487756953,0.17812828721652,0.193647226472047,6,0.85284149922802,0.999830560976539,,0.545918367346939,0.0102040816326531
P63092;Q5JWF2,KO_vs_WT,0.0681044425080123,0.265582435481311,0.256434287096538,5,0.807832356027884,0.999830560976539,,0.125,0
P63094;Q6R0H7,KO_vs_WT,-0.0406005040561938,0.21127063673016,-0.192172962057429,6,0.853945837922701,0.999830560976539,,0.546052631578947,0.0153508771929825
P63101,KO_vs_WT,-0.294809455679534,0.295229115689802,-0.998578527699451,6,0.356552515859351,0.999830560976539,,0.518145161290323,0.00806451612903226
P63104,KO_vs_WT,-0.240462794856194,0.473611817429646,-0.507721273006271,6,0.629767646852998,0.999830560976539,,0,0
P63139,KO_vs_WT,-0.428072472117197,0.531265941928855,-0.805759297430218,6,0.451125899045347,0.999830560976539,,0.515625,0.015625
P63147,KO_vs_WT,-0.46659018569723,0.487623496472155,-0.956865674178753,6,0.375584624981655,0.999830560976539,,0.416666666666667,0.0625
P63154,KO_vs_WT,0.127363897132696,0.187400199312423,0.679635868051358,6,0.522077207790806,0.999830560976539,,0.56858407079646,0.00774336283185841
P63158,KO_vs_WT,-0.0737242193969751,0.38324043714242,-0.192370669302774,6,0.853797718696124,0.999830560976539,,0.586753731343284,0.0345149253731343
P63166,KO_vs_WT,0.00325749528893708,0.110796414686672,0.0294007283371864,6,0.977498537379467,0.999830560976539,,0.3203125,0
P63168,KO_vs_WT,-0.759448037366917,0.308557901430847,-2.46128209274564,6,0.0490340973643058,0.999830560976539,,0.466666666666667,0
P63172,KO_vs_WT,-0.282960784265778,0.288971402477471,-0.979199954873869,6,0.365297148675093,0.999830560976539,,0.625,0.0694444444444445
P63220,KO_vs_WT,-0.286867921530378,0.515539481742919,-0.556442196358162,6,0.598033229504526,0.999830560976539,,0.4625,0.05
P63242,KO_vs_WT,-0.211455903160248,0.245406276606551,-0.861656458360541,6,0.421971893953775,0.999830560976539,,0.516666666666667,0
P63260,KO_vs_WT,0.795963197317428,0.809186944150095,0.983657982956515,6,0.363270557005326,0.999830560976539,,0.333333333333333,0
P63271;Q9Z199,KO_vs_WT,-0.413638449161986,0.294979058139063,-1.40226378025447,6,0.210397996618268,0.999830560976539,,0.397727272727273,0.113636363636364
P63276,KO_vs_WT,-0.245546636819628,0.228881383959941,-1.07281174454365,6,0.324596795801706,0.999830560976539,,0.651960784313726,0.00245098039215686
P63280,KO_vs_WT,-0.4655564356405,0.482380147626299,-0.965123539870814,6,0.371754783350035,0.999830560976539,,0.534090909090909,0.0378787878787879
P63318,KO_vs_WT,-0.457156896037583,0.315258414966184,-1.45010212046717,6,0.197214935342871,0.999830560976539,,0.569444444444445,0.0138888888888889
P63321,KO_vs_WT,-0.269825414233602,0.223259423652431,-1.20857346050335,6,0.272291047409712,0.999830560976539,,0.564516129032258,0.0161290322580645
P63323,KO_vs_WT,-0.206927636805588,0.217377569837679,-0.951927270877607,6,0.377889654814025,0.999830560976539,,0.615384615384615,0
P63325,KO_vs_WT,-0.414855785477403,0.325642401198586,-1.27396120391709,6,0.249797301265983,0.999830560976539,,0.510416666666667,0.00694444444444444
P63328,KO_vs_WT,-0.147348365598737,0.13349646669688,-1.10376228858034,6,0.311985162027001,0.999830560976539,,0.544776119402985,0.00186567164179104
P63330,KO_vs_WT,-0.14093388411487,0.082970888391726,-1.6985943726369,6,0.140311660109091,0.999830560976539,,0.557692307692308,0.00641025641025641
P67778,KO_vs_WT,-0.217801542267712,0.31928077623624,-0.682163031658876,6,0.52058639872037,0.999830560976539,,0.578333333333333,0
P67809,KO_vs_WT,0.0854713241773871,0.316388120883805,0.270147071067743,6,0.796098714719389,0.999830560976539,,0.5,0
P67871,KO_vs_WT,-0.360474284661127,0.133988830979146,-2.6903308434509,6,0.0360367875427317,0.999830560976539,,0.705645161290323,0.0241935483870968
P67936,KO_vs_WT,-0.222359815419053,0.618232248684522,-0.359670359953224,6,0.731413946468493,0.999830560976539,,0.598958333333333,0.09375
P67984,KO_vs_WT,-0.0692698890275218,0.181143478259787,-0.382403438936832,6,0.71534109976517,0.999830560976539,,0.363636363636364,0
P68037,KO_vs_WT,-0.146706456497329,0.19141480173742,-0.766432141954096,6,0.472486400992463,0.999830560976539,,0.485849056603774,0.0235849056603774
P68040,KO_vs_WT,0.0562162145775389,0.127415331545032,0.441204475912465,6,0.674519373328356,0.999830560976539,,0.591176470588235,0.00735294117647059
P68104,KO_vs_WT,0.663518634244429,0.53528872786141,1.23955278657805,6,0.261422690289686,0.999830560976539,,0.527777777777778,0.0833333333333333
P68181,KO_vs_WT,-0.539264462824219,0.432559995145987,-1.24668131328747,6,0.258975996194421,0.999830560976539,,0.347222222222222,0.0138888888888889
P68254,KO_vs_WT,-0.590625131650355,0.30909411813642,-1.9108261755718,6,0.104588042531401,0.999830560976539,,0.445833333333333,0
P68368,KO_vs_WT,-0.215112857496471,0.246423301819608,-0.872940407453604,6,0.416259000471726,0.999830560976539,,0.428571428571429,0
P68372,KO_vs_WT,-0.0895166837560614,0.0886519719406574,-1.00975400542678,6,0.351585831383568,0.999830560976539,,0.532407407407407,0.00264550264550265
P68404,KO_vs_WT,0.0704948203588864,0.1478172243568,0.476905317804688,6,0.650302626086394,0.999830560976539,,0.60546875,0.02734375
P68433,KO_vs_WT,-0.238668244616191,0.254429407028172,-0.938052905927514,6,0.384424546106291,0.999830560976539,,0.504464285714286,0.0111607142857143
P68510,KO_vs_WT,0.113866940976833,0.320251393552843,0.35555486492534,6,0.734340047087343,0.999830560976539,,0.525,0
P68543,KO_vs_WT,-0.499219356074816,0.0929820501052006,-5.36898633134025,1,0.11723026105742,0.999830560976539,,0.625,0
P68871,KO_vs_WT,-0.539212349644139,0.348805987804981,-1.54588042779132,5,0.182798330044543,0.999830560976539,,0.5625,0.4375
P69566,KO_vs_WT,0.148825342767207,0.115614329929321,1.28725688985258,6,0.245428625646211,0.999830560976539,,0.560975609756098,0
P69849;Q5JPE7,KO_vs_WT,-0.0691116910635659,0.339481572252172,-0.203580095983026,6,0.845410664569945,0.999830560976539,,0.333333333333333,0
P69891;P69892,KO_vs_WT,-1.97894960800674,0.671223282608048,-2.94827318909068,6,0.0256704209373266,0.999830560976539,,0.214285714285714,0.0535714285714286
P69905,KO_vs_WT,-1.53651774703746,0.61406097814582,-2.50222339754764,6,0.0463884969297046,0.999830560976539,,0.625,0.0340909090909091
P70121,KO_vs_WT,-0.136642081553437,0.145337533038429,-0.940170640692707,6,0.383421454675766,0.999830560976539,,0.541666666666667,0.161458333333333
P70122,KO_vs_WT,0.221704279088181,0.200631618137856,1.10503160541648,6,0.311476757274102,0.999830560976539,,0.536184210526316,0.00986842105263158
P70124,KO_vs_WT,-2.05548039294754,1.111259465911,-1.84968538491816,5,0.123598708147593,0.999830560976539,,0.775,0.183333333333333
P70168,KO_vs_WT,-0.101919893557847,0.133051219248232,-0.766019989397441,6,0.472713953996184,0.999830560976539,,0.505952380952381,0.00892857142857143
P70178,KO_vs_WT,0.196222826258762,0.155090199399896,1.26521744776926,6,0.252707596369944,0.999830560976539,,0,0
P70188,KO_vs_WT,-0.015528338684248,0.376990474300224,-0.04119026803813,4,0.969118213638759,0.999830560976539,,0.729166666666667,0.0416666666666667
P70195,KO_vs_WT,-0.232028084544468,0.255473259447839,-0.908228458218901,6,0.398767109892285,0.999830560976539,,0.508928571428571,0
P70196,KO_vs_WT,-0.466952970037944,0.789665673304939,-0.591329958770571,4,0.586098993529254,0.999830560976539,,0.75,0
P70205,KO_vs_WT,-0.579060863041591,0.92646279869102,-0.625023329441542,2,0.595761335255406,0.999830560976539,,0.833333333333333,0
P70218,KO_vs_WT,0.134588367019368,0.479872360295768,0.280467011970465,6,0.788538752444359,0.999830560976539,,0.458333333333333,0.291666666666667
P70227,KO_vs_WT,-2.09460895502338,0.539909040682652,-3.87955895751438,1,0.160600027047736,0.999830560976539,,0.875,0
P70236,KO_vs_WT,0.0694214839465695,0.18422064982774,0.376838774651395,6,0.719261103756917,0.999830560976539,,0.5859375,0.0234375
P70248,KO_vs_WT,0.0693704348460151,0.0942979276189839,0.735651743337459,6,0.489690038998774,0.999830560976539,,0.558098591549296,0.00352112676056338
P70255,KO_vs_WT,-0.245431756347982,0.290743054935615,-0.844153461902412,6,0.430948068828938,0.999830560976539,,0.5,0
P70257,KO_vs_WT,-0.578146492911283,0.317344765939338,-1.82182457366194,6,0.118320848271593,0.999830560976539,,0.558333333333333,0.025
P70261,KO_vs_WT,0.0271602954782318,0.122631543012957,0.221478869228303,6,0.832064928866249,0.999830560976539,,0.567307692307692,0.0625
P70265,KO_vs_WT,0.0305328453831538,0.0931754386631016,0.327691995028355,6,0.754276862595143,0.999830560976539,,0.5,0.00681818181818182
P70268,KO_vs_WT,0.0638879431317708,0.194510377732248,0.328455190291777,6,0.753727909051765,0.999830560976539,,0.586734693877551,0.0076530612244898
P70269,KO_vs_WT,-0.155764965698831,0.836800862130744,-0.186143409678388,3,0.864207790003939,0.999830560976539,,0.375,0
P70271,KO_vs_WT,-0.699745878810085,0.246718919524826,-2.83620680634374,6,0.0297145469649289,0.999830560976539,,0.520833333333333,0.166666666666667
P70279,KO_vs_WT,0.0802992186805154,0.276578075555312,0.29033110639479,6,0.781336226777276,0.999830560976539,,0.375,0.0208333333333333
P70280,KO_vs_WT,-0.146568481155066,0.241597395713194,-0.606664160109826,6,0.566305372267926,0.999830560976539,,0.645833333333333,0.0347222222222222
P70284;Q8C0Y1,KO_vs_WT,-Inf,,,,,0,oneConditionMissing,,
P70288,KO_vs_WT,0.0500487777891093,0.153518911131113,0.326010505287946,6,0.755486884844889,0.999830560976539,,0.566860465116279,0.0261627906976744
P70290,KO_vs_WT,-0.0263079965851193,0.155755496486936,-0.168905734811908,6,0.871421127580992,0.999830560976539,,0.589285714285714,0.0178571428571429
P70295,KO_vs_WT,-0.0255662418536323,0.221597604524625,-0.115372374662973,6,0.911914313738011,0.999830560976539,,0.5,0.0178571428571429
P70296,KO_vs_WT,-0.208862831456409,0.276728995501792,-0.754755861696672,6,0.478962510174582,0.999830560976539,,0.478260869565217,0
P70297,KO_vs_WT,-0.341972309073988,0.230361273310436,-1.48450433599203,6,0.188210434187842,0.999830560976539,,0.597222222222222,0.0277777777777778
