Protein,Gene,Description,log2FC,pvalue,adj.pvalue,Status
Q96IV0,NGLY1,N-glycanase 1,-0.162778845483172,0.675085597336076,0.999774437519936,Not Significant
Q96IW7,SEC22A,"SEC22 homolog A, vesicle trafficking protein",-0.0632263238719707,0.837557047321497,0.999774437519936,Not Significant
Q96IX5,ATP5MK,ATP synthase membrane subunit k,-0.259800810587015,0.439033816345728,0.999774437519936,Not Significant
Q96IY1,NSL1,NSL1 component of MIS12 kinetochore complex,0.0101014146492828,0.957541190689827,0.999774437519936,Not Significant
Q96IZ7,RSRC1,arginine and serine rich coiled-coil 1,0.415337118883514,0.303500820742907,0.999774437519936,Not Significant
Q96J01,THOC3,THO complex subunit 3,0.194538947430887,0.801849896367918,0.999774437519936,Not Significant
Q96J02,ITCH,itchy E3 ubiquitin protein ligase,0.452310308599799,0.0774929187236575,0.999774437519936,Not Significant
Q96J42,TXNDC15,thioredoxin domain containing 15,-0.337633944247349,0.357875421160762,0.999774437519936,Not Significant
Q96J88,EPSTI1,epithelial stromal interaction 1,0.677435888775856,0.251623567335624,0.999774437519936,Not Significant
Q96JB2,COG3,component of oligomeric golgi complex 3,0.13276338928212,0.279960945460484,0.999774437519936,Not Significant
Q96JB5,CDK5RAP3,CDK5 regulatory subunit associated protein 3,-0.112261715263056,0.702950838867386,0.999774437519936,Not Significant
Q96JC1,VPS39,VPS39 subunit of HOPS complex,-0.0631052973235803,0.686722876388946,0.999774437519936,Not Significant
Q96JD6,AKR1E2,aldo-keto reductase family 1 member E2,0.0831669983650241,0.720528353362101,0.999774437519936,Not Significant
Q96JG6,VPS50,VPS50 subunit of EARP/GARPII complex,-0.0793024463294738,0.786808229348836,0.999774437519936,Not Significant
Q96JH7,VCPIP1,valosin containing protein interacting protein 1,0.0524345503301769,0.81741403763763,0.999774437519936,Not Significant
Q96JI7,SPG11,"SPG11 vesicle trafficking associated, spatacsin",0.0760984242549106,0.727679371883949,0.999774437519936,Not Significant
Q96JJ3,ELMO2,engulfment and cell motility 2,0.0264346095322648,0.824251750789036,0.999774437519936,Not Significant
Q96JJ7,TMX3,thioredoxin related transmembrane protein 3,-0.0333795984700331,0.931947464308398,0.999774437519936,Not Significant
Q96JK2,DCAF5,DDB1 and CUL4 associated factor 5,0.166658337118599,0.613518303406836,0.999774437519936,Not Significant
Q96JM3,CHAMP1,chromosome alignment maintaining phosphoprotein 1,0.0957323691784376,0.656916275214655,0.999774437519936,Not Significant
Q96JM7,L3MBTL3,L3MBTL histone methyl-lysine binding protein 3,-0.0658746550456174,0.838980625816573,0.999774437519936,Not Significant
Q96JP5,ZFP91,"ZFP91 zinc finger protein, atypical E3 ubiquitin ligase",-0.00858719405116656,0.987786115381383,0.999774437519936,Not Significant
Q96JX3,SERAC1,serine active site containing 1,-0.768535914321659,0.695790846991948,0.999774437519936,Not Significant
Q96JY6,PDLIM2,PDZ and LIM domain 2,-0.178883155165976,0.387168919781283,0.999774437519936,Not Significant
Q96K12,FAR2,fatty acyl-CoA reductase 2,0.300330122922559,0.320723018932906,0.999774437519936,Not Significant
Q96K19,RNF170,ring finger protein 170,-0.166993954111296,0.524502432745883,0.999774437519936,Not Significant
Q96K21,ZFYVE19,zinc finger FYVE-type containing 19,-0.259018253612317,0.195642188091776,0.999774437519936,Not Significant
Q96K37,SLC35E1,solute carrier family 35 member E1,-0.00304651652466284,0.992371307108771,0.999774437519936,Not Significant
Q96K49,TMEM87B,transmembrane protein 87B,0.249289025285184,0.664438291181247,0.999774437519936,Not Significant
Q96K58,ZNF668,zinc finger protein 668,-0.0440567796958896,0.859119525312484,0.999774437519936,Not Significant
Q96K76,USP47,ubiquitin specific peptidase 47,-0.123833206526071,0.477270572570609,0.999774437519936,Not Significant
Q96K80,ZC3H10,zinc finger CCCH-type containing 10,0.285194994963842,0.179652009862502,0.999774437519936,Not Significant
Q96KA5,CLPTM1L,CLPTM1 like,0.0380226610444972,0.934999792017342,0.999774437519936,Not Significant
Q96KB5,PBK,PDZ binding kinase,-0.930282100247167,0.119599414599372,0.999774437519936,Not Significant
Q96KC8,DNAJC1,DnaJ heat shock protein family (Hsp40) member C1,0.254395898289426,0.657269705800868,0.999774437519936,Not Significant
Q96KG9,SCYL1,SCY1 like pseudokinase 1,0.231162529498797,0.264723704863448,0.999774437519936,Not Significant
Q96KM6,ZNF512B,zinc finger protein 512B,-0.0442482756208667,0.891322712964401,0.999774437519936,Not Significant
Q96KP1,EXOC2,exocyst complex component 2,0.0413258360117556,0.759217906217819,0.999774437519936,Not Significant
Q96KP4,CNDP2,carnosine dipeptidase 2,0.0653598450210352,0.707530207670677,0.999774437519936,Not Significant
Q96KQ7,EHMT2,euchromatic histone lysine methyltransferase 2,-0.319488202409752,0.195945264596755,0.999774437519936,Not Significant
Q96KR1,ZFR,zinc finger RNA binding protein,0.171836471672448,0.532256362778772,0.999774437519936,Not Significant
Q96KR6,FAM210B,family with sequence similarity 210 member B,0.0537504801437425,0.896530457520115,0.999774437519936,Not Significant
Q96L58,B3GALT6,"beta-1,3-galactosyltransferase 6",-0.374271474874048,0.304308709467063,0.999774437519936,Not Significant
Q96L73,NSD1,nuclear receptor binding SET domain protein 1,-0.531573500133411,0.370906861754946,0.999774437519936,Not Significant
Q96L91,EP400,E1A binding protein p400,0.0397632401084368,0.824141573460553,0.999774437519936,Not Significant
Q96L92,SNX27,sorting nexin 27,-0.114138565970622,0.770341611004838,0.999774437519936,Not Significant
Q96L94,SNX22,sorting nexin 22,0.111605000059016,0.857877537315039,0.999774437519936,Not Significant
Q96LA8,PRMT6,protein arginine methyltransferase 6,-0.353256410701827,0.479911518342865,0.999774437519936,Not Significant
Q96LB3,IFT74,intraflagellar transport 74,-0.319805442772428,0.34092914483985,0.999774437519936,Not Significant
Q96LC7,SIGLEC10,sialic acid binding Ig like lectin 10,0.378778344066251,0.164740341413266,0.999774437519936,Not Significant
Q96LI5,CNOT6L,CCR4-NOT transcription complex subunit 6 like,0.0430016595900842,0.83317127815685,0.999774437519936,Not Significant
Q96LJ7,DHRS1,dehydrogenase/reductase 1,0.00443935332568531,0.98830978178473,0.999774437519936,Not Significant
Q96LL9,DNAJC30,DnaJ heat shock protein family (Hsp40) member C30,-0.125864010184734,0.589829964040299,0.999774437519936,Not Significant
Q96LR5,UBE2E2,ubiquitin conjugating enzyme E2 E2,0.310089357549978,0.539000725226389,0.999774437519936,Not Significant
Q96LT7,C9orf72,C9orf72-SMCR8 complex subunit,0.207234610151209,0.660395656779867,0.999774437519936,Not Significant
Q96LT9,RNPC3,"RNA binding region (RNP1, RRM) containing 3",-0.0435583301595687,0.715398106931249,0.999774437519936,Not Significant
Q96LZ7,RMDN2,regulator of microtubule dynamics 2,0.0924643240049242,0.774779394919964,0.999774437519936,Not Significant
Q96M27,PRRC1,proline rich coiled-coil 1,-0.179770775123919,0.510089278760484,0.999774437519936,Not Significant
Q96M96,FGD4,"FYVE, RhoGEF and PH domain containing 4",-0.0869347884327627,0.664438339999633,0.999774437519936,Not Significant
Q96ME1,FBXL18,F-box and leucine rich repeat protein 18,-0.0870665786544448,0.685516892160704,0.999774437519936,Not Significant
Q96ME7,ZNF512,zinc finger protein 512,0.226726895777592,0.524790179766337,0.999774437519936,Not Significant
Q96MF7,NSMCE2,NSE2 SUMO ligase component of SMC5/6 complex,-0.0251130673985883,0.900401096994419,0.999774437519936,Not Significant
Q96MG2,JSRP1,junctional sarcoplasmic reticulum protein 1,-0.417661183179555,0.375879749219809,0.999774437519936,Not Significant
Q96MG7,NSMCE3,NSE3 component of SMC5/6 complex,-0.262577858566214,0.494672393835938,0.999774437519936,Not Significant
Q96MH2,HEXIM2,HEXIM P-TEFb complex subunit 2,-0.176577961913784,0.692968572651559,0.999774437519936,Not Significant
Q96MH6,TMEM68,transmembrane protein 68,0.302235790597417,0.434936874867535,0.999774437519936,Not Significant
Q96MI6,PPM1M,"protein phosphatase, Mg2+/Mn2+ dependent 1M",-0.0169682395995736,0.970225835462043,0.999774437519936,Not Significant
Q96MT8,CEP63,centrosomal protein 63,-0.894795060607196,0.104843690003806,0.999774437519936,Not Significant
Q96MU7,YTHDC1,YTH N6-methyladenosine RNA binding protein C1,-0.232084100313584,0.188474769962027,0.999774437519936,Not Significant
Q96MW5,COG8,component of oligomeric golgi complex 8,0.115200201618853,0.538397506709159,0.999774437519936,Not Significant
Q96MX0,CMTM3,CKLF like MARVEL transmembrane domain containing 3,0.547360897430806,0.128035746274275,0.999774437519936,Not Significant
Q96MX6,DNAAF10,dynein axonemal assembly factor 10,0.0188132802324976,0.957631737201894,0.999774437519936,Not Significant
Q96MY1,NOL4L,nucleolar protein 4 like,0.790146577108586,0.0178070996130359,0.999774437519936,Not Significant
Q96N11,INTS15,integrator complex subunit 15,0.128451131132138,0.73070353149534,0.999774437519936,Not Significant
Q96N66,MBOAT7,membrane bound acylglycerophosphatidylinositol O-acyltransferase MBOAT7,-0.000881671993384359,0.99809769947532,0.999774437519936,Not Significant
Q96N67,DOCK7,dedicator of cytokinesis 7,-0.156916823126751,0.85939794753556,0.999774437519936,Not Significant
Q96NB2,SFXN2,sideroflexin 2,-0.240576976712597,0.507010077588,0.999774437519936,Not Significant
Q96NB3,ZNF830,zinc finger protein 830,-0.00246169087040485,0.990899859252483,0.999774437519936,Not Significant
Q96NN9,AIFM3,AIF family member 3,0.627841917857698,0.286771625533866,0.999774437519936,Not Significant
Q96NS5,ASB16,ankyrin repeat and SOCS box containing 16,0.105396109552124,0.69948502699438,0.999774437519936,Not Significant
Q96NT0,VMA22,vacuolar ATPase assembly factor VMA22,-1.19705931543696,0.108306059510312,0.999774437519936,Not Significant
Q96NT5,SLC46A1,solute carrier family 46 member 1,-0.220446990139157,0.694473735900399,0.999774437519936,Not Significant
Q96NY9,MUS81,MUS81 structure-specific endonuclease subunit,-0.216002136147951,0.79731450964886,0.999774437519936,Not Significant
Q96P11,NSUN5,NOP2/Sun RNA methyltransferase 5,0.110730474098528,0.555122030548168,0.999774437519936,Not Significant
Q96P16,RPRD1A,regulation of nuclear pre-mRNA domain containing 1A,-0.073177920435853,0.765303097622691,0.999774437519936,Not Significant
Q96P47,AGAP3,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3",0.784701214741334,0.118063411427192,0.999774437519936,Not Significant
Q96P48,ARAP1,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1",-0.0272859045531905,0.888773778689232,0.999774437519936,Not Significant
Q96P63,SERPINB12,serpin family B member 12,-1.33626986460825,0.082884426542146,0.999774437519936,Not Significant
Q96P70,IPO9,importin 9,-0.227917978638662,0.604994740050532,0.999774437519936,Not Significant
Q96PC5,MIA2,MIA SH3 domain ER export factor 2,0.192162825895034,0.53645602297971,0.999774437519936,Not Significant
Q96PE3,INPP4A,inositol polyphosphate-4-phosphatase type I A,-0.27583376762792,0.362632595908273,0.999774437519936,Not Significant
Q96PE7,MCEE,methylmalonyl-CoA epimerase,0.0919939970779864,0.871155170755907,0.999774437519936,Not Significant
Q96PK6,RBM14,RNA binding motif protein 14,-0.132365555991273,0.667846689445781,0.999774437519936,Not Significant
Q96PM9,ZNF385A,zinc finger protein 385A,-0.114332767989249,0.79536744451214,0.999774437519936,Not Significant
Q96PP9,GBP4,guanylate binding protein 4,-0.31225601788432,0.124929638662256,0.999774437519936,Not Significant
Q96PU4,UHRF2,ubiquitin like with PHD and ring finger domains 2,-0.226527896667165,0.295699439943209,0.999774437519936,Not Significant
Q96PU5,NEDD4L,NEDD4 like E3 ubiquitin protein ligase,-0.055933561779929,0.90127372748059,0.999774437519936,Not Significant
Q96PV6,LENG8,leukocyte receptor cluster member 8,0.307596540920924,0.0495032405304698,0.999774437519936,Not Significant
Q96PY5,FMNL2,formin like 2,-0.204006559908231,0.126459703715901,0.999774437519936,Not Significant
Q96PZ0,PUS7,pseudouridine synthase 7,0.282552549254012,0.149138885042702,0.999774437519936,Not Significant
Q96PZ2,FAM111A,FAM111 trypsin like peptidase A,0.00712971191691129,0.975812445792913,0.999774437519936,Not Significant
Q96Q05,TRAPPC9,trafficking protein particle complex subunit 9,0.00103447262510936,0.992594239122352,0.999774437519936,Not Significant
Q96Q11,TRNT1,tRNA nucleotidyl transferase 1,0.13211889498754,0.506179616426296,0.999774437519936,Not Significant
Q96Q15,SMG1,SMG1 nonsense mediated mRNA decay associated PI3K related kinase,0.0917134467776428,0.71442692251448,0.999774437519936,Not Significant
Q96Q83,ALKBH3,"alkB homolog 3, alpha-ketoglutarate dependent dioxygenase",1.06449514698973,0.126718871203432,0.999774437519936,Not Significant
Q96QA5,GSDMA,gasdermin A,-1.71986149839602,0.0325249271648225,0.999774437519936,Not Significant
Q96QC0,PPP1R10,protein phosphatase 1 regulatory subunit 10,-0.116418585808656,0.579980879325684,0.999774437519936,Not Significant
Q96QD9,FYTTD1,forty-two-three domain containing 1,0.00517666649062537,0.983225617726045,0.999774437519936,Not Significant
Q96QE5,TEFM,"transcription elongation factor, mitochondrial",0.172904678371387,0.73703080041186,0.999774437519936,Not Significant
Q96QG7,MTMR9,myotubularin related protein 9,-0.218368816002291,0.450157343759113,0.999774437519936,Not Significant
Q96QH2,PRAM1,PML-RARA regulated adaptor molecule 1,-0.0827768770811928,0.802704207911745,0.999774437519936,Not Significant
Q96QK1,VPS35,VPS35 retromer complex component,0.0835220481197101,0.370719339406908,0.999774437519936,Not Significant
Q96QP1,ALPK1,alpha kinase 1,0.338788720787371,0.735725658744673,0.999774437519936,Not Significant
Q96QR8,PURB,purine rich element binding protein B,0.159833576953807,0.482499779861868,0.999774437519936,Not Significant
Q96QT6,PHF12,PHD finger protein 12,-0.218948357793711,0.675686518182683,0.999774437519936,Not Significant
Q96QU6,ACCS,1-aminocyclopropane-1-carboxylate synthase homolog (inactive),-0.204034185966363,0.620498989976202,0.999774437519936,Not Significant
Q96QU8,XPO6,exportin 6,0.680051121732197,0.0723152025845382,0.999774437519936,Not Significant
Q96R05,RBP7,retinol binding protein 7,-0.462341173818194,0.434547303084564,0.999774437519936,Not Significant
Q96RE7,NACC1,nucleus accumbens associated 1,0.291243248967639,0.159328871125425,0.999774437519936,Not Significant
Q96RF0,SNX18,sorting nexin 18,0.183695371543639,0.279534416558524,0.999774437519936,Not Significant
Q96RK0,CIC,capicua transcriptional repressor,0.108878327386,0.602059032063495,0.999774437519936,Not Significant
Q96RL1,UIMC1,ubiquitin interaction motif containing 1,-0.0347092189721472,0.833117495902329,0.999774437519936,Not Significant
Q96RL6,SIGLEC11,sialic acid binding Ig like lectin 11,1.17389915111188,0.136072228892903,0.999774437519936,Not Significant
Q96RN5,MED15,mediator complex subunit 15,0.328579830959349,0.234434405887847,0.999774437519936,Not Significant
Q96RP7,GAL3ST4,galactose-3-O-sulfotransferase 4,0.182015529086023,0.371595837863338,0.999774437519936,Not Significant
Q96RP9,GFM1,G elongation factor mitochondrial 1,0.0553934594237863,0.827044718968291,0.999774437519936,Not Significant
Q96RQ1,ERGIC2,ERGIC and golgi 2,0.267693371310691,0.537142134094411,0.999774437519936,Not Significant
Q96RQ3,MCCC1,methylcrotonyl-CoA carboxylase subunit 1,0.0286200367814257,0.921898046400028,0.999774437519936,Not Significant
Q96RQ9,IL4I1,interleukin 4 induced 1,0.68520999387881,0.0185402373006283,0.999774437519936,Not Significant
Q96RS6,NUDCD1,NudC domain containing 1,0.242659777616632,0.394821614347044,0.999774437519936,Not Significant
Q96RT1,ERBIN,erbb2 interacting protein,0.201326277840606,0.432815375712455,0.999774437519936,Not Significant
Q96RT7,TUBGCP6,tubulin gamma complex component 6,-0.0703537103647677,0.807189296600191,0.999774437519936,Not Significant
Q96RU2,USP28,ubiquitin specific peptidase 28,-0.660601062790626,0.119211911491413,0.999774437519936,Not Significant
Q96RU3,FNBP1,formin binding protein 1,0.0608904604016346,0.666081438612611,0.999774437519936,Not Significant
Q96S06,LMF1,lipase maturation factor 1,-0.27147475592893,0.401180199538856,0.999774437519936,Not Significant
Q96S15,WDR24,WD repeat domain 24,-0.123634210127709,0.765299505224705,0.999774437519936,Not Significant
Q96S19,METTL26,methyltransferase like 26,0.037202630753918,0.92252139760521,0.999774437519936,Not Significant
Q96S44,TP53RK,TP53 regulating kinase,0.208356897642493,0.375830437732412,0.999774437519936,Not Significant
Q96S52,PIGS,phosphatidylinositol glycan anchor biosynthesis class S,0.0404357611183065,0.918007564908565,0.999774437519936,Not Significant
Q96S55,WRNIP1,WRN helicase interacting protein 1,0.134128817991001,0.641139324938002,0.999774437519936,Not Significant
Q96S59,RANBP9,RAN binding protein 9,-0.598705403251806,0.376356693178346,0.999774437519936,Not Significant
Q96S66,CLCC1,chloride channel CLIC like 1,0.0328590267804203,0.924169512969808,0.999774437519936,Not Significant
Q96S82,UBL7,ubiquitin like 7,0.921156361589839,0.0850912219123747,0.999774437519936,Not Significant
Q96S94,CCNL2,cyclin L2,-0.292613642027915,0.201959301498483,0.999774437519936,Not Significant
Q96S96,PEBP4,phosphatidylethanolamine binding protein 4,-0.522802979499262,0.605416037488881,0.999774437519936,Not Significant
Q96S97,MYADM,myeloid associated differentiation marker,0.118926399543133,0.621381746660466,0.999774437519936,Not Significant
Q96SB3,PPP1R9B,protein phosphatase 1 regulatory subunit 9B,-0.364104515571305,0.0679785554083252,0.999774437519936,Not Significant
Q96SB8,SMC6,structural maintenance of chromosomes 6,-0.199704472616881,0.473226590647616,0.999774437519936,Not Significant
Q96SC8,DMRTA2,DMRT like family A2,0.212803931568402,0.877631891248514,0.999774437519936,Not Significant
Q96SI9,STRBP,spermatid perinuclear RNA binding protein,0.308007677102929,0.2725924248784,0.999774437519936,Not Significant
Q96SK2,TMEM209,transmembrane protein 209,-0.106179780593778,0.750932015159236,0.999774437519936,Not Significant
Q96SL1,SLC49A4,solute carrier family 49 member 4,-0.734390378906271,0.0448903175105357,0.999774437519936,Not Significant
Q96SL4,GPX7,glutathione peroxidase 7,-0.276770330875877,0.615266249227455,0.999774437519936,Not Significant
Q96SN8,CDK5RAP2,CDK5 regulatory subunit associated protein 2,-0.00465104461918183,0.988993264945385,0.999774437519936,Not Significant
Q96SQ9,CYP2S1,cytochrome P450 family 2 subfamily S member 1,0.564015262074875,0.294879020385916,0.999774437519936,Not Significant
Q96ST2,IWS1,"interacts with SUPT6H, CTD assembly factor 1",-0.215333453667148,0.528550059203382,0.999774437519936,Not Significant
Q96ST3,SIN3A,SIN3 transcription regulator family member A,-0.132547709844386,0.476696629810958,0.999774437519936,Not Significant
Q96SU4,OSBPL9,oxysterol binding protein like 9,0.330744939160276,0.310040501340923,0.999774437519936,Not Significant
Q96SW2,CRBN,cereblon,-0.453639754912041,0.108004100340624,0.999774437519936,Not Significant
Q96SY0,INTS14,integrator complex subunit 14,-0.0190619921388474,0.944414765472072,0.999774437519936,Not Significant
Q96SZ5,ADO,2-aminoethanethiol dioxygenase,-0.0110185110172912,0.947762569353775,0.999774437519936,Not Significant
Q96T23,RSF1,remodeling and spacing factor 1,0.133574814167672,0.628812989659198,0.999774437519936,Not Significant
Q96T37,RBM15,RNA binding motif protein 15,0.175699453265482,0.595871275478216,0.999774437519936,Not Significant
Q96T51,RUFY1,RUN and FYVE domain containing 1,0.152927650032709,0.25475593812412,0.999774437519936,Not Significant
Q96T58,SPEN,spen family transcriptional repressor,0.036339474268162,0.861439056528,0.999774437519936,Not Significant
Q96T60,PNKP,polynucleotide kinase 3'-phosphatase,-0.103740626613115,0.602089022521096,0.999774437519936,Not Significant
Q96T66,NMNAT3,nicotinamide nucleotide adenylyltransferase 3,0.118096735178235,0.642445590200251,0.999774437519936,Not Significant
Q96T76,MMS19,MMS19 cytosolic iron-sulfur assembly component,0.0647119684410494,0.825435898628224,0.999774437519936,Not Significant
Q96T88,UHRF1,ubiquitin like with PHD and ring finger domains 1,-0.107717235948185,0.672643462932105,0.999774437519936,Not Significant
Q96TA1,NIBAN2,niban apoptosis regulator 2,-1.07394900704399,0.186030822395759,0.999774437519936,Not Significant
Q96TA2,YME1L1,YME1 like 1 ATPase,0.319590468162148,0.512999799088926,0.999774437519936,Not Significant
Q96TC7,RMDN3,regulator of microtubule dynamics 3,0.241821619363322,0.422947282682824,0.999774437519936,Not Significant
Q99081,TCF12,transcription factor 12,0.0367066969539785,0.87586579627509,0.999774437519936,Not Significant
Q99417,MYCBP,MYC binding protein,0.331828710148404,0.617212132225413,0.999774437519936,Not Significant
Q99426,TBCB,tubulin folding cofactor B,0.17439643857316,0.201724120045975,0.999774437519936,Not Significant
Q99436,PSMB7,proteasome 20S subunit beta 7,-0.14345521193719,0.479268827416024,0.999774437519936,Not Significant
Q99442,SEC62,SEC62 preprotein translocation factor,0.0418151240427846,0.869187760025609,0.999774437519936,Not Significant
Q99447,PCYT2,"phosphate cytidylyltransferase 2, ethanolamine",-0.0665134075205781,0.759257970141716,0.999774437519936,Not Significant
Q99459,CDC5L,cell division cycle 5 like,0.101857974626925,0.610721729435781,0.999774437519936,Not Significant
Q99460,PSMD1,"proteasome 26S subunit, non-ATPase 1",0.147817525152696,0.315551078335741,0.999774437519936,Not Significant
Q99467,CD180,CD180 molecule,0.203153032493046,0.339704089033882,0.999774437519936,Not Significant
Q99470,SDF2,stromal cell derived factor 2,-0.138502885072746,0.60102564098164,0.999774437519936,Not Significant
Q99471,PFDN5,prefoldin subunit 5,-0.208077073040403,0.813747425685776,0.999774437519936,Not Significant
Q99487,PAFAH2,platelet activating factor acetylhydrolase 2,0.155640001964258,0.455138681791229,0.999774437519936,Not Significant
Q99497,PARK7,Parkinsonism associated deglycase,-0.425208988527593,0.255384106252582,0.999774437519936,Not Significant
Q99504,EYA3,EYA transcriptional coactivator and phosphatase 3,0.295541030540882,0.0913423167740557,0.999774437519936,Not Significant
Q99519,NEU1,neuraminidase 1,0.000313992298376729,0.999110714117497,0.999774437519936,Not Significant
Q99523,SORT1,sortilin 1,-0.0367477195151035,0.842079886388972,0.999774437519936,Not Significant
Q99536,VAT1,vesicle amine transport 1,-0.09627733818427,0.646520033267246,0.999774437519936,Not Significant
Q99538,LGMN,legumain,0.00243774040696753,0.983136255556286,0.999774437519936,Not Significant
Q99541,PLIN2,perilipin 2,0.0865139238280995,0.531893282525684,0.999774437519936,Not Significant
Q99543,DNAJC2,DnaJ heat shock protein family (Hsp40) member C2,-0.0584528881197139,0.875392539247314,0.999774437519936,Not Significant
Q99547,MPHOSPH6,M-phase phosphoprotein 6,-0.679165882082364,0.36320476610233,0.999774437519936,Not Significant
Q99549,MPHOSPH8,M-phase phosphoprotein 8,0.0432967578361001,0.861033706055509,0.999774437519936,Not Significant
Q99567,NUP88,nucleoporin 88,0.197166651576871,0.287799441976099,0.999774437519936,Not Significant
Q99570,PIK3R4,phosphoinositide-3-kinase regulatory subunit 4,0.0822102505476142,0.581949379195724,0.999774437519936,Not Significant
Q99571,P2RX4,purinergic receptor P2X 4,0.439811569123508,0.1378871188747,0.999774437519936,Not Significant
Q99572,P2RX7,purinergic receptor P2X 7,0.218627202425733,0.542595908249077,0.999774437519936,Not Significant
Q99575,POP1,POP1 ribonuclease P/MRP subunit,0.101851378953989,0.502299377298847,0.999774437519936,Not Significant
Q99583,MNT,MAX network transcriptional repressor,0.279572901262736,0.3621865879735,0.999774437519936,Not Significant
Q99584,S100A13,S100 calcium binding protein A13,0.069418227507663,0.827944910142009,0.999774437519936,Not Significant
Q99590,SCAF11,SR-related CTD associated factor 11,0.0707917259304958,0.691896795032911,0.999774437519936,Not Significant
Q99598,TSNAX,translin associated factor X,-0.131663866321613,0.67300004289122,0.999774437519936,Not Significant
Q99607,ELF4,E74 like ETS transcription factor 4,0.155074357700973,0.619194034196267,0.999774437519936,Not Significant
Q99611,SEPHS2,selenophosphate synthetase 2,0.0872707841406306,0.638923683231865,0.999774437519936,Not Significant
Q99613,EIF3C,eukaryotic translation initiation factor 3 subunit C,0.220623251093478,0.0132586302594935,0.999774437519936,Not Significant
Q99614,TTC1,tetratricopeptide repeat domain 1,-0.22452568223044,0.342881175966995,0.999774437519936,Not Significant
Q99615,DNAJC7,DnaJ heat shock protein family (Hsp40) member C7,-0.26340044336594,0.114942195887594,0.999774437519936,Not Significant
Q99627,COPS8,COP9 signalosome subunit 8,-0.374741869155542,0.543005138589806,0.999774437519936,Not Significant
Q99633,PRPF18,pre-mRNA processing factor 18,-0.174362859304862,0.65387779885219,0.999774437519936,Not Significant
Q99638,RAD9A,RAD9 checkpoint clamp component A,0.233228545245174,0.456882501169979,0.999774437519936,Not Significant
Q99643,SDHC,succinate dehydrogenase complex subunit C,-0.494810893074004,0.0724230532990571,0.999774437519936,Not Significant
Q99653,CHP1,calcineurin like EF-hand protein 1,0.0494170197033374,0.941823160015695,0.999774437519936,Not Significant
Q99666,RGPD5,RANBP2 like and GRIP domain containing 5,-0.620175038993652,0.252310054555362,0.999774437519936,Not Significant
Q99683,MAP3K5,mitogen-activated protein kinase kinase kinase 5,-0.0986089456618026,0.44282727314117,0.999774437519936,Not Significant
Q99685,MGLL,monoglyceride lipase,0.242839717592088,0.440679708467548,0.999774437519936,Not Significant
Q99698,LYST,lysosomal trafficking regulator,0.203918504620909,0.602177525243755,0.999774437519936,Not Significant
Q99700,ATXN2,ataxin 2,-0.0772761035173867,0.689196056033435,0.999774437519936,Not Significant
Q99704,DOK1,docking protein 1,0.0987026835846347,0.476525945339226,0.999774437519936,Not Significant
Q99707,MTR,5-methyltetrahydrofolate-homocysteine methyltransferase,-0.107128821500561,0.420267794262147,0.999774437519936,Not Significant
Q99714,HSD17B10,hydroxysteroid 17-beta dehydrogenase 10,-0.0782862355230491,0.738212385745271,0.999774437519936,Not Significant
Q99720,SIGMAR1,sigma non-opioid intracellular receptor 1,-0.130738149092887,0.818306114977733,0.999774437519936,Not Significant
Q99733,NAP1L4,nucleosome assembly protein 1 like 4,-0.0225794784042595,0.892165827676929,0.999774437519936,Not Significant
Q99735,MGST2,microsomal glutathione S-transferase 2,-0.022069831681363,0.943773466999447,0.999774437519936,Not Significant
Q99757,TXN2,thioredoxin 2,-0.410568276100214,0.345666419145574,0.999774437519936,Not Significant
Q99766,DMAC2L,distal membrane arm assembly component 2 like,-0.131347684471246,0.639643862494574,0.999774437519936,Not Significant
Q99788,CMKLR1,chemerin chemokine-like receptor 1,0.00367374541477851,0.991863172862436,0.999774437519936,Not Significant
Q99797,MIPEP,mitochondrial intermediate peptidase,0.215139039159793,0.472918678057837,0.999774437519936,Not Significant
Q99798,ACO2,aconitase 2,0.216812316547655,0.422739090350606,0.999774437519936,Not Significant
Q99805,TM9SF2,transmembrane 9 superfamily member 2,0.0418157017521549,0.763300596781009,0.999774437519936,Not Significant
Q99807,COQ7,"coenzyme Q7, hydroxylase",-0.13399374096413,0.640839006437988,0.999774437519936,Not Significant
Q99808,SLC29A1,solute carrier family 29 member 1 (Augustine blood group),0.106698768790409,0.802607947798172,0.999774437519936,Not Significant
Q99816,TSG101,tumor susceptibility 101,-0.2089694376167,0.508507259190087,0.999774437519936,Not Significant
Q99828,CIB1,calcium and integrin binding 1,-0.547237280304896,0.482569404861831,0.999774437519936,Not Significant
Q99829,CPNE1,copine 1,-0.0932048239642902,0.619546406266024,0.999774437519936,Not Significant
Q99832,CCT7,chaperonin containing TCP1 subunit 7,-0.0443634996674262,0.862738815194128,0.999774437519936,Not Significant
Q99836,MYD88,MYD88 innate immune signal transduction adaptor,0.0495671249818173,0.783847925875356,0.999774437519936,Not Significant
Q99848,EBNA1BP2,EBNA1 binding protein 2,0.140555251678542,0.626809934324439,0.999774437519936,Not Significant
Q99856,ARID3A,AT-rich interaction domain 3A,0.128373190879276,0.367831623693042,0.999774437519936,Not Significant
Q99871,HAUS7,HAUS augmin like complex subunit 7,0.122646233657132,0.720225536287215,0.999774437519936,Not Significant
